ProductCode;AlcoholValueRatio;AlcoholPercentage
4081401;58.77;13.5%
14884501;48.41;13%
15203601;76.79;5.9%
15190201;71.97;5%
15190401;65.43;5.5%
15190301;62.84;7%
3694701;28.71;13%
10558701;27.68;13%
8125601;27.68;13%
12452401;16.84;42%
12452501;25.11;12%
11740302;23.54;9%
12332202;33;5.5%
12678002;27.49;5.5%
12275602;23.22;6.5%
12332302;32.95;5.5%
11924802;30.19;5.5%
12052402;30.25;5.5%
10887602;27.43;7.5%
10660101;20.43;43%
16601;13.93;40%
16602;16.42;40%
553301;21.43;40%
14506301;32.74;14.5%
11668201;22.37;14.5%
14182001;25.79;14.5%
12439701;41.39;14.5%
11666001;26.33;14.5%
13803701;16.56;43%
10451802;25.19;16.9%
11350302;29.7;13%
11350402;29.7;13%
11349802;29.7;13%
11349702;29.7;13%
14034401;109.97;13%
13361701;null;0%
11667501;32.84;13%
13574201;77.67;12%
13574305;94.44;12%
14758701;61.57;12.5%
14758801;59.83;12.5%
14306901;56.35;12.5%
14750101;31.73;10.5%
1763901;46.62;12%
9684401;19.64;13.5%
15260701;52.06;13.5%
15260901;52.06;13.5%
15260501;54.08;13%
15260601;56.9;13.5%
14189604;30.71;6.5%
14732501;23.33;12%
14781301;36.27;12.5%
14781401;52.44;15%
14215001;49.48;14%
11520401;30.74;13%
13610001;76.43;7.5%
13607801;49.98;8%
11484101;29.86;12.5%
11484201;45.85;12.5%
11520501;45.85;12.5%
11520601;41.65;8%
11484001;23.32;12%
11520301;31.1;12%
14646401;19.96;12%
14096801;13.9;11.5%
14998301;53.32;7.5%
13731901;52.5;8%
14462101;75.01;7%
14998505;54.89;8.5%
13732001;59.83;8%
15352101;62.04;7.5%
14462201;84.91;7%
14462001;59.97;8%
14190905;62.67;8.5%
11892001;11.74;13%
12356401;11.11;12%
15386106;12.44;13%
12355106;9.23;13%
13282801;49.28;13.2%
10891401;39.9;13.3%
15113601;55.1;13.5%
13282701;44.59;11%
12438901;48.29;13.8%
14552201;42.9;12.4%
10204601;39.9;12.3%
15113701;44.59;11%
15135301;23.02;11%
15135001;28.97;11.5%
15135201;31.11;10.5%
15135101;21.1;12%
13847401;28.75;11.5%
13763201;27.59;11.5%
11848701;43.73;12.5%
14152401;40;12.5%
11848901;42.22;12%
13437501;32.22;12%
13847501;33.22;12%
14152501;30.89;12%
14152301;63.89;12.5%
10626001;32;10.5%
11848801;30.61;11.5%
13847301;28.16;12.5%
11851601;22.11;12%
12845501;19.7;11.5%
12201201;20.26;12.5%
146101;26.66;11.5%
146201;34.43;12%
846001;27.67;10.5%
145801;26.32;12%
15140301;14.92;12.5%
15140501;14.35;13%
1397201;14.25;40%
15901;17.14;40%
752001;67.85;40%
384301;18.57;40%
384401;23.93;40%
1039302;12.99;40%
14501;13.93;40%
2856102;14.74;40%
12629004;13.75;13%
12629104;19.44;13.5%
10317701;37.32;10%
14950101;48.95;12.8%
14950201;40.61;12.8%
14950701;41.66;12.8%
8238501;61.29;13.5%
11780901;74.97;13.5%
12731601;80.9;13.5%
11780801;66.08;13.5%
12731701;71.52;13.5%
10747101;73.09;13.5%
10747201;72.99;13.5%
5472301;16.52;12.5%
10078901;12.18;12%
11719801;161.81;14%
14135601;171.62;13.2%
11478701;154.1;14.7%
11719701;152.04;14.9%
14135501;80.27;14.1%
11719901;53.23;15%
926001;56.62;14.1%
14777301;33.99;48.3%
13804901;65.4;50.1%
2079501;19.29;40%
9185501;18.39;40%
10312201;25.51;42%
11236001;22.85;14%
7143901;23.69;13.5%
14506401;24.61;13%
10973501;30.46;10.5%
13324601;26.66;12.5%
13324401;31.99;10%
14214501;19.63;13.5%
1984701;24.06;38%
1984601;22.18;38%
27201;15.79;38%
11888602;16.31;38%
1929501;21.05;38%
1984801;21.05;38%
10013301;25.53;12%
12524201;21.2;13.2%
668701;24;12.5%
668501;27.68;13%
1650001;22.39;12.5%
1649701;21.32;12.5%
13291201;31.19;11.5%
12187501;34.32;11.5%
12187201;19.74;13.5%
12187401;34.37;13.5%
14188501;61.13;13%
12187301;30.72;12.5%
12786001;30.61;11.5%
14364901;18.54;11.5%
14365301;18.54;11.5%
11895701;21.91;11.5%
14737701;51.36;13.5%
4983905;19.98;13%
4983901;19.45;13%
12745801;98.55;14%
13986101;98.55;14%
10790301;53.85;13%
2189701;51.18;13%
5271801;37.87;12.5%
3116601;100.74;13.5%
12746601;390.8;14.5%
7478301;71.6;13.5%
976801;71.6;13.5%
12746301;163.06;13%
13985801;157.02;13.5%
6154901;158.48;13%
4833501;49.05;14%
15126101;29.44;13%
12746401;365.98;14.5%
13985901;365.98;14.5%
152601;26.56;13%
294201;29.9;14%
4833301;24.51;13%
6226701;64.62;13%
12746201;81.82;14.5%
13985401;81.82;14.5%
13743301;58.97;13%
11218201;50.37;13.5%
12709701;31.47;12.5%
136801;31.11;13.5%
14737601;42.47;13.5%
2006701;40.99;13.5%
6226601;53.33;13.5%
13634201;62.07;14.5%
6186501;77.04;13.5%
677601;33.6;12.5%
8153601;74.07;13.5%
13547501;201.99;13.5%
14431101;92.3;13%
14431001;78.51;13.5%
14431201;98.25;13.5%
10878801;69.23;13%
13733501;87.17;13%
5477401;76.92;13%
13479401;85.62;14%
10792401;27.67;12%
14689001;67.95;14.5%
9031701;26.66;13%
12298805;28.1;13.5%
11082601;25.58;13.5%
9187401;24.1;13%
11743901;56.21;13%
14108601;82.19;12%
11370501;187.78;12%
1870201;73.33;12%
1870001;55.56;12%
11370601;95.56;12%
9714301;56.73;14.1%
9714401;56.73;14.1%
14964101;101.14;14.5%
15055501;121.54;14.5%
13639501;28.48;14%
13705901;57.05;14%
6774801;57.05;14%
6775001;31.33;14%
14405601;25.52;13%
14973801;71.31;14%
13656001;38.42;13.5%
10221601;61.53;13%
10221201;57.43;13%
14709101;60.19;13%
10221301;38.51;13.5%
10221401;33.59;12.5%
12581601;43.72;12.5%
14709001;42.66;12.5%
13013501;27.77;12%
10874501;28.97;11.5%
3034901;23.26;14.5%
2054801;59.04;14%
3035001;20.04;13.5%
1816301;15.99;14%
7295902;42.13;11%
7296001;40.25;13.5%
13386101;46.38;13.5%
9931101;20.37;13%
9931401;28.26;13.5%
14517401;15.23;14%
14517301;31.46;12.5%
11166801;29.16;12.8%
11166901;31.1;12%
12596801;41.45;11.9%
12600601;38.09;13.3%
12596901;43.76;13.1%
11166601;30.07;13.3%
11166701;29.62;13.5%
12150101;24.52;12.5%
13045301;23.58;13%
14750001;26.66;12.5%
14750401;34.06;9%
14750301;30.65;10%
14750201;26.66;11.5%
14749901;27.92;10.5%
2876801;24.1;13%
2056306;11.28;13%
2056301;14.8;13.5%
14430501;21.57;10.5%
14432101;22.42;11%
14430401;26.65;10%
14432201;24.24;11%
14430301;19.99;12%
11871501;31.62;13%
14644502;14.42;40%
14127701;15.43;12%
11807101;13.32;12%
10801601;12.85;14%
12691501;14.7;14.5%
10636801;14.8;13.5%
13580901;16.35;12.5%
14186906;10.66;12.5%
13581001;16.32;12.5%
10364001;16.67;14%
14994902;49.5;40%
11235701;26.66;14%
11235901;26.66;12%
1412501;19.48;13%
7019601;123.07;13%
4501601;24.75;14%
4501501;26.66;13%
8069801;43.8;14%
5331701;47.4;13.5%
14270901;44.43;13.5%
9108201;37.52;13.5%
288701;35.55;15%
11876701;41.02;13%
5969401;38.96;13%
7722501;34.56;13.5%
14899702;20.99;40%
11256102;24.62;6.5%
13748902;19.74;40%
5898802;25.55;7.5%
5399201;19.62;40%
5400001;23.19;40%
5399301;48.19;40%
11512901;53.23;12.5%
11807301;72.11;12%
11202001;41.67;12%
12631601;62.4;12.5%
11512801;34.67;11.5%
8316101;39.5;13.5%
8316401;20.94;14%
11202401;23.69;13.5%
8335101;28.79;12.5%
15360101;38.48;9.5%
15360701;35.48;13%
14411801;41.55;13%
15427901;37.31;12%
14224601;26.04;13%
15427801;24.8;12%
14411701;23.58;13%
13074801;19.64;9.5%
14544201;48;13%
4841001;40.21;13%
14544301;45.64;13%
10831501;16.18;14%
10831601;18.76;13.5%
2245001;51.09;6%
2244901;43.79;7%
12305702;34.52;42%
10871101;26.56;12.5%
15342801;22.84;12.5%
13900201;22.35;14%
12792101;36.54;11.5%
12792201;33.34;13%
12615401;33.08;12.5%
12792301;31.3;13%
10824001;41.38;13.5%
10823901;29.53;13.5%
13394001;38.36;13.2%
14594601;38.89;13.5%
10824201;30.67;13%
10824101;32.76;14%
15086401;20.76;13.5%
12713101;40;12.5%
11226501;23.34;12.5%
11226401;20.12;12.5%
8035801;41.01;13%
7630801;23.45;12.5%
3904901;19.96;12%
667801;25.57;12.5%
668101;43.71;12.5%
5139501;40.47;13.5%
14344001;36.66;12%
11982502;30.82;15%
10328401;21.96;40%
10328501;26.78;40%
14676201;30.35;40%
10329001;40.58;44%
11600101;64.24;46.7%
11337004;31.24;40%
10328901;30.27;42%
14676301;26.42;40%
14525901;23.36;12.5%
14528901;26.13;12.5%
14528601;35.97;13%
14528701;24;12.5%
13689301;11.58;13%
13689401;12.54;12%
14993406;10.66;12.5%
13689501;11.27;13%
14112801;16.96;11%
13689601;11.51;12.5%
11263101;30.92;12.5%
11263001;30.76;13%
14281701;66.66;13%
11876601;75.64;14.1%
14282001;205.12;13%
11877001;71.78;13%
14282201;82.04;13%
14281901;51.27;13%
13499601;41.02;13%
12632101;39.99;13%
14281805;35.89;13%
9862701;25.54;12%
9380605;26.11;12%
2225001;25.54;12%
2225101;39.99;12%
2224901;33.32;12%
5337501;22.21;12%
514807;27.78;12%
3654001;29.95;16%
1187804;25.7;35%
20007;16.81;35%
4389703;42.07;35%
20002;19.58;35%
20003;28.54;35%
20001;18.98;35%
1039101;17.71;35%
8143508;31.73;35%
14109001;20.56;33%
10787202;20.4;35%
13011902;21.05;38%
10169901;19.02;33%
14758602;35.35;6%
12510002;30.61;5%
14928602;37.63;6%
14795802;44.48;9%
13557802;29.33;9%
14304402;28.48;8%
15330102;29.57;7%
13833502;24.74;14.6%
15330202;28.6;5.5%
11693502;24.8;12%
14070902;32.68;6%
14532102;27;5.5%
14419302;30.36;5.5%
14067801;17.9;41.5%
7352102;19.99;40%
13749002;19.74;40%
12982503;43.69;40%
5733002;19.49;40%
10414701;31.89;12.5%
13712101;32.58;13.5%
13712201;40.94;14%
14908001;66.46;13%
14899001;51.08;13%
14173301;61.44;13%
14898701;37.43;13.5%
14898601;40.82;13%
14898801;37.23;12.5%
14180301;61.33;13%
14898901;61.33;13%
13093701;24.67;13.5%
13093801;39.49;13.5%
13094001;39.49;13.5%
13093901;23.17;11.5%
10875601;25.59;12.5%
10875701;26.66;12.5%
10875801;27.68;13%
10875901;32.81;13%
15008201;35.72;12.5%
13208201;22.39;12.5%
6862901;44.26;12.5%
6862801;39.41;11.5%
1479901;23.14;12.5%
12503602;58.93;9.5%
2899201;37.02;9%
12512402;71.09;9%
7971001;38.5;9%
3010501;27.72;12.5%
7346001;26.66;13%
10909606;15;12%
10922306;15;12%
14935702;26.33;8.4%
14916602;35.58;5.8%
14414402;33.02;5.8%
15634402;44.41;7.5%
13378202;25.61;10%
7918702;22.66;10.7%
10440502;27.74;9.8%
14973202;35.25;6%
13656702;23.55;10.9%
6880402;24.68;9.8%
11251102;24.86;12.2%
15070002;35.05;6.9%
14017802;24.64;9.8%
6871001;23.96;14.5%
15427104;19.78;18%
13473601;27.04;16%
13611502;28.11;16%
4945601;17.05;14%
12203101;21.6;14.5%
14209901;22.55;13%
14313502;19.96;5%
14313402;20.37;4.9%
247301;12.3;37.5%
3956102;13.42;21.9%
2062801;12;37.5%
1337502;11.57;37.5%
13245202;12.69;37.5%
14105401;11.89;37.5%
5770101;26.66;12.5%
12072201;36.29;14.5%
11711701;35.89;12%
11711402;28.64;12.5%
11711601;35.2;12.5%
11711501;31.49;13%
15006201;21.56;46%
10480302;33.33;48%
10965301;36.12;13.5%
3814901;35.47;15%
3815101;55.32;16.2%
5376501;21.66;14%
969401;11.72;12.5%
5854901;39.53;14.5%
5678801;20.94;14%
10595801;66.66;14%
5854801;39.53;14.5%
5196401;31.48;13%
13371101;16.06;41.7%
13370901;16.46;40.7%
13371001;16.46;40.7%
3630202;39.74;40%
14110801;23.49;13%
14110701;23.49;13%
13504801;16.4;13%
13504901;21.32;12.5%
13603502;42.08;9.5%
10412207;21.24;17%
10412201;25.33;17%
10260901;29.08;16%
10260907;25.87;16%
10410907;26.9;16%
8345501;45.01;7.5%
788101;32.27;12%
10368401;22.21;12%
10368301;26.65;11%
14378501;59.25;9.9%
15359501;51.27;10.4%
15113801;27.77;12%
15113901;29.32;12.5%
15114001;34.46;12%
15114101;57.6;12.5%
14971901;39.38;11%
12339301;23.02;11%
12339401;27.39;9%
11777201;191.77;7%
12339201;87.04;8.5%
11777601;41.15;12.5%
12339001;35.54;10.5%
8202201;44.43;9%
8202401;65.63;13%
7910301;54.8;9%
13011101;23.15;40%
10945302;24.77;11%
10901402;22.59;11%
13277306;20.28;11.5%
15074606;23.33;10%
13089802;31.45;5%
14063301;23.18;11.5%
12639201;45.12;13%
12639301;24.52;12.5%
12639401;27.72;12.5%
526501;27.14;40%
11345201;25.13;46%
11398901;30.74;46%
526601;29.28;40%
10557001;76.01;56.3%
10557101;74.04;57.8%
526801;40.47;58.6%
713701;45.78;57.1%
10020501;14.39;12.5%
14154006;11.73;12.5%
14198406;12.22;12%
12784601;14.99;12%
7359801;14.43;12%
12784901;19.48;13%
13481801;15.99;12.5%
13676501;34.12;12.5%
5641101;26.66;12%
13092401;48.62;13%
13092501;41.02;13%
11857401;46.32;13.5%
11857301;47.08;13%
13092601;37.33;13%
14525201;33.74;13%
14963301;38.51;13.5%
12360101;28.71;13%
8033001;21.23;13.5%
4348001;14.69;13.5%
7773501;15.71;14%
11238006;10.99;13.5%
13308801;15.99;13%
14567601;27.16;13.5%
7773401;55.37;13%
11843801;33.33;17.5%
13269201;44.36;15%
1367701;26.66;13.5%
3019701;27.58;14.5%
5704901;17.38;11.5%
10209801;12.5;40%
11522001;16.32;35%
10580601;15;40%
11558101;45.94;48.2%
13740301;27.7;14.1%
13740101;28.93;13.5%
13740001;26.31;15.2%
13970701;21.25;13.8%
13970601;19.81;14.8%
13696402;28.45;8.5%
10658801;27.76;12%
10658601;79.49;13%
10658701;61.22;13.5%
418902;152.85;7.5%
15510501;20;10%
9150401;18.03;40%
14153201;95.22;7%
14153001;35.07;9.5%
12101001;30.46;10.5%
10801301;27.81;11.5%
14189901;22.2;12%
14153101;34.76;11.5%
3654201;31.72;15.5%
960101;12.19;37.5%
1562202;12.53;37.5%
3596602;13.06;37.5%
6919701;21.85;45.7%
15303902;53.55;14%
15557701;51.43;14%
15558001;48.4;13.5%
15558301;37.53;13.5%
15557901;29.95;13%
795301;16.42;40%
15003001;36.28;50%
15151801;37.89;46%
525601;22.98;46%
15152301;29.89;58.3%
15152401;39.17;55.8%
15002901;34.18;48.9%
6394101;25.46;46%
14533801;34.28;50%
15087501;25.91;46%
4253201;24.43;12%
4253101;34.86;13%
15151402;20.37;42.2%
11894901;17.94;42.2%
15151302;22.63;38%
13755708;32.6;46%
10083801;18.93;40%
8269601;18.02;42%
10827702;18.24;57%
11938902;24.45;35%
10294801;19.92;38%
1642302;34.1;18%
7669702;20;47%
14764701;41.42;50%
14661701;23.29;46%
14661801;22.92;43%
14661901;24.6;45%
15453601;39.01;53%
13752602;22.43;41%
5214002;24.18;4.8%
5214001;21.44;4.8%
11655802;26.62;12.5%
7695902;19.52;8.3%
12790901;24.44;46%
14860101;26.47;59.9%
13703601;35.62;46%
11058301;24.41;46%
13089601;24.62;6.5%
3980601;18.82;8.5%
9206601;17.78;9%
1104501;20.95;7%
15157101;18.26;6.5%
14755901;22;6%
8135102;21.21;10%
11467002;18.67;10%
978901;17.33;10%
15525201;17.54;9.5%
9520801;21.54;6.5%
1610001;24.97;5.5%
12638201;24.97;5.5%
15157001;19.83;8%
14829602;25.97;7%
1104601;23.33;6%
3807901;20.95;7%
2064101;20.31;6.5%
11156701;28.89;6%
1610101;21.54;6.5%
9206801;23.33;6%
1857501;20.09;7.5%
13621005;22.13;7.5%
2179701;24.73;5.5%
13620901;18;8%
11575002;18.67;10%
12268702;16.51;10.5%
9206701;20.95;7%
11150902;20.39;8.5%
15333401;16.84;9.5%
15303501;31.24;20%
13448101;41.66;12%
13184501;19.04;14%
2697002;86.78;11.5%
2696901;42.11;12%
5590202;21.76;5%
13939101;54.29;13.5%
1555802;13.06;37.5%
6907802;11.9;60%
1558002;14.69;20%
1566702;16.46;17%
4488602;12.53;37.5%
2086301;12.19;37.5%
1550802;12.68;36%
9279001;13.99;14.8%
12522302;29.29;40%
15183701;17.47;57%
13464102;24.91;40%
12811501;22.15;45%
3654101;59.26;15%
14491804;36.57;12%
14526904;34.88;12.5%
14491904;32.31;13%
14527104;33;12%
14491704;35;12%
14527004;33;12%
15412001;57.07;12.5%
15412101;36.87;11.5%
15411801;40.58;11.5%
13655601;61.45;14.3%
14987001;64.72;13.8%
468401;null;0%
10017202;null;0%
14731501;22.14;40%
10920201;23.57;40%
7924307;31.11;15%
7925101;37.03;15%
12314002;62.29;44.9%
14044302;34.11;46.8%
14044202;38.91;51.3%
13379501;16.15;42%
11042202;32.12;6.5%
13695702;29.94;10%
15404502;34.28;6.1%
14925902;25.04;9.5%
15033902;21.34;44.5%
14655202;25.59;6.5%
13459102;24.2;7.5%
13852702;null;0%
14379101;21.64;12.5%
13375301;25.08;13.5%
3019601;27.61;14%
5713601;20.73;13.5%
5738402;107.14;14%
12695101;21.64;12.5%
12695201;22.54;12%
14379201;25.08;13.5%
13887601;11.55;15%
13371201;27.18;13%
14832201;23.49;13.5%
10709403;82.25;20%
11669602;20.76;8%
11123602;27.63;6%
13385102;27.41;6.5%
10305602;null;0%
10230302;24.15;6.5%
14866802;null;0%
10485302;22.65;8%
10997602;20.76;8%
1770601;20.64;13.5%
11678301;20.5;13%
3540701;32.81;13%
10780601;63.46;12.5%
5936601;27.23;11.5%
15571301;59.24;9%
15059201;47.16;13%
5936901;45.86;12.5%
566401;30.2;7.5%
157602;98.22;9.5%
15571001;44.09;13%
449701;21.32;12.5%
5936401;18.88;12%
5936905;51.03;13%
7344201;29.61;9%
9201301;63.89;12.5%
157901;36.65;8%
5936705;29.33;12.5%
12839801;44.43;12%
5936701;26.1;12%
12355801;46.37;11.5%
3799502;17.34;7.6%
3799202;19.19;5.2%
3799302;19.19;5.2%
11678001;47.59;14%
2177702;25.94;7.2%
1957802;21.68;7.5%
1957902;23.07;6.7%
1832902;23.82;6.5%
12471102;22.92;8%
2258102;22.2;7%
5477602;18.06;10%
11178501;27.65;13.5%
14520401;39.99;13%
14520601;31.99;12.5%
10511301;20.26;12.5%
15115501;51.09;12.5%
15115601;51.09;12.5%
3812801;40.74;12%
11904501;39.57;12.5%
13347801;39.93;12.5%
11904401;48.58;13.5%
3812701;60.01;13.5%
3812601;63.9;13%
11904301;53.07;13%
14558101;24.67;13.5%
10688202;24.7;42%
10471701;35.99;25%
8016701;14.28;20%
12943602;14.49;20%
13404301;18.36;13%
11882901;62.76;14%
11883001;39.89;12%
11883301;53.23;12.5%
12335001;49.9;14%
11883101;34.26;13%
11883201;31.89;12.5%
15413601;18.76;13.5%
15413801;17.07;12.5%
15413701;15.24;14%
14805801;33.63;13.9%
7925207;26.14;17%
12017101;32.67;17%
15079501;16.42;20%
7810002;23.5;42%
15498101;33.33;12%
14474501;33.84;13%
14474401;36.66;12%
14474701;27.72;12.5%
14474601;28.88;12%
14474301;48.78;12%
11319101;28.5;14%
12004401;64.45;14%
12004501;65.5;14%
15019401;42.23;13.5%
10472101;24.57;25%
12379202;32.3;40%
12379102;32.3;40%
14257101;13.08;41.5%
15546202;14.74;40%
14580101;15.53;40%
14581001;14.46;40%
7749201;17.27;13.5%
10499301;16.85;11%
11015601;16.56;12%
15058006;9.69;12%
14890101;19.48;13%
110302;19.49;40%
13753602;15.54;41%
10872602;19.99;40%
7773101;206.62;14.1%
2745801;93.62;14.1%
3665901;156.03;14.1%
15383901;34.07;13%
15383701;35.46;12.5%
15383601;32.49;12.8%
15413301;39.72;10.5%
15383801;40;11.1%
11316901;27.71;11.5%
11316801;24.81;11.5%
14348001;24.81;13%
15249701;20.98;12.8%
14586101;26.56;13%
15258801;30.83;12.5%
15258601;41.95;13%
15215001;50.35;12.5%
15258701;39.38;13%
9458201;77.93;20%
15005101;122.06;20%
13745301;137.66;20%
4113201;90.06;20%
6212901;83.19;20%
11154101;91.79;20%
12709101;76.59;20%
10292201;60.53;20%
6823501;296.99;20%
3513101;148.48;20.5%
28101;14.49;19.5%
5892901;22.93;20%
3513001;20.51;19.5%
12201705;37.7;20%
15005201;36.53;20%
6823301;36.46;20%
6823602;113.99;20%
12550602;20;5%
12550702;20;5%
14302402;20;5%
13048104;29.52;5%
11679102;16.75;7%
13048004;29.52;5%
11679002;15.72;7.5%
12318201;35.99;10%
11857601;27.38;11%
11085701;28.69;10.5%
10360601;41.48;13.5%
14384901;27.26;11%
10767701;18.54;11.5%
10766501;22.21;12%
10767601;29.73;13%
13503001;23.46;12.5%
10769501;22.55;13%
13710301;15.43;13%
15486606;12.84;13.5%
4239802;13.33;37.5%
257101;13.71;37.5%
13814902;13.17;37.5%
14611801;12.26;37.5%
817202;14.85;37.5%
4239801;12.26;37.5%
4968001;15.3;21%
11850902;17.61;21%
298502;13;60%
11496201;11.97;60%
15456602;16.66;21%
10349902;17.13;21%
3950501;14.09;37.5%
14798702;16.79;25%
7666202;17.13;21%
11258402;17.13;21%
10349802;15.22;17%
8149401;15.3;21%
8149402;17.13;21%
11851202;16.48;21%
8096502;15.42;35%
3802901;16.32;21%
13364401;17.85;20%
12398702;20.65;15%
15238701;13.71;37.5%
11258602;17.13;21%
4968101;19.38;21%
12697202;17.19;30%
3936601;13.65;37.5%
11258501;14.09;37.5%
10055702;17.13;21%
13003502;14.93;37.5%
14091201;28.78;11.5%
14090401;41.79;14%
14091601;25.53;13%
14091901;23.8;14.5%
14090501;22.28;12.5%
14090301;28.61;13%
14091501;34.45;13.5%
14091301;21.62;13.5%
14091801;22.61;13.5%
14091401;34.45;13.5%
14091701;22.28;12.5%
15098202;23.68;47%
6975301;21.9;14%
4912102;23.23;6.5%
4473002;54.6;10.5%
13898602;97.96;9.5%
10442102;122.4;10%
14728901;20.5;13%
2903102;74.04;9%
14728801;19.74;13.5%
8286202;60.35;9.5%
10709201;40.46;11.5%
15100601;46.26;11.5%
11664301;44.31;12%
10717901;33.48;11.5%
15100501;40.46;11.5%
9830601;24.25;40%
621301;17.32;40%
8168301;32.24;13%
8168401;47.06;12.5%
10660701;45.22;13%
8168201;23.69;12.5%
10660601;31.09;12.5%
12989801;27.2;12.5%
10662401;34.28;12.5%
10909101;21.88;12%
14222401;27.2;12.5%
12056001;26.78;12%
12400401;28.33;12%
11441001;22.4;12.5%
12400301;25.71;12.5%
15621101;26.55;11.5%
13205701;29.42;12%
12020801;28.28;12.5%
12021201;34.37;13%
13205301;34.34;13%
13198701;47.67;13%
12021301;46.91;13.5%
12020501;38.93;12.5%
13205901;27.64;12%
13205601;28.47;11%
12021001;27.25;11.5%
15360806;14.66;12.5%
14692201;21.53;13%
13347901;22.55;13%
10376501;21.53;13%
11897806;13.89;12%
10376401;28.62;13.5%
7798701;20.54;12%
14310202;19.18;11.8%
13897402;16.44;6.8%
13350302;30.23;8%
13897302;24.6;6%
12957302;26.91;5%
14310302;19.18;11.8%
14308202;19.75;6.8%
14697102;30.04;8%
14697602;24.57;11%
14124202;23.03;6%
14440202;23.36;5.5%
14697702;24.57;11%
14834002;30.49;8%
13644202;21.79;11%
14834302;21.79;11%
14440302;18.79;8%
14124102;16.39;8%
13350202;29.75;6%
14834202;21.79;11%
12957402;21.97;6.8%
13793102;24.78;6.8%
14440102;23.68;5.4%
14834102;34.85;6%
14697502;31.11;6.8%
14834402;21.79;11%
13644102;21.79;11%
14310402;15.52;10%
13330502;23.1;13%
12957202;32.73;6%
13330602;34.02;8%
13330702;45.3;6%
14910402;25.27;5%
8255801;22.12;13.5%
7699702;19.74;40%
14668302;19.74;40%
